,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
5327,NonResidential,Mixed Use Property,2,Greater duwamish,1954,1.0,1.0,35222,0,35222,Non-Refrigerated Warehouse,15000.0,15000.0,4232.0,2011311.0,45.94,
5328,NonResidential,Refrigerated Warehouse,2,Greater duwamish,1957,1.0,1.0,25520,0,25520,Refrigerated Warehouse,25200.0,0.0,0.0,1029212.0,30.69,100.0
5329,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,1983,1.0,4.0,28176,0,28176,Multifamily Housing,28176.0,6200.0,0.0,698969.0,4.17,100.0
5330,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,2001,1.0,3.0,59846,0,59846,Multifamily Housing,59846.0,0.0,0.0,2127903.0,37.03,68.0
5331,Multifamily LR (1-4),Senior Care Community,2,Greater duwamish,2001,1.0,3.0,66363,0,66363,Senior Care Community,66363.0,0.0,0.0,2449644.0,39.45,88.0
5332,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,2001,1.0,3.0,121635,0,121635,Multifamily Housing,121635.0,0.0,0.0,7890842.0,158.48,4.0
5333,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1969,1.0,4.0,22207,0,22207,Multifamily Housing,22206.0,0.0,0.0,707419.0,15.18,98.0
5334,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,1953,1.0,2.0,20645,0,20645,Multifamily Housing,20645.0,0.0,0.0,1099525.0,6.91,
5335,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1968,1.0,4.0,20278,0,20278,Multifamily Housing,20278.0,0.0,0.0,522229.0,3.3,85.0
5336,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1925,1.0,3.0,20832,0,20832,Multifamily Housing,20832.0,0.0,0.0,2002279.0,71.08,32.0
5337,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,1993,1.0,3.0,67313,0,67313,Multifamily Housing,67313.0,0.0,0.0,2755115.0,17.08,24.0
5338,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,2005,1.0,2.0,25951,0,25951,Multifamily Housing,25951.0,0.0,0.0,962457.0,5.99,37.0
5339,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,1987,1.0,3.0,85695,0,85695,Multifamily Housing,85695.0,0.0,0.0,2408523.0,15.42,74.0
5340,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,1970,1.0,3.0,46986,0,46986,Multifamily Housing,46986.0,0.0,0.0,1821380.0,11.51,28.0
5341,SPS-District K-12,K-12 School,1,Delridge,1970,1.0,1.0,41526,0,41526,K-12 School,41526.0,0.0,0.0,2636908.0,67.71,72.0
5342,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,1987,1.0,3.0,41332,8656,32676,Multifamily Housing,32676.0,8656.0,0.0,949123.0,6.37,84.0
5343,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,1990,1.0,4.0,47038,14439,32599,Multifamily Housing,40206.0,14439.0,6832.0,1138343.0,7.65,96.0
5344,NonResidential,Small- and Mid-Sized Office,5,North,1974,1.0,2.0,24291,0,24291,Office,24291.0,0.0,0.0,1067618.0,7.44,79.0
5345,NonResidential,Retail Store,5,North,1958,1.0,2.0,20738,0,20738,Retail Store,20738.0,0.0,0.0,497991.0,3.47,44.0
5346,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1990,1.0,4.0,27344,5728,21616,Multifamily Housing,21616.0,5728.0,0.0,843317.0,5.29,42.0
5347,NonResidential,Mixed Use Property,5,North,2000,1.0,4.0,30948,0,30948,Office,11729.0,11729.0,0.0,1042722.0,6.55,
5348,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1991,1.0,4.0,63670,0,63670,Multifamily Housing,63670.0,0.0,0.0,2109822.0,13.52,50.0
5349,NonResidential,Medical Office,5,North,1986,1.0,2.0,28385,7056,21329,Medical Office,20575.0,0.0,0.0,2204020.0,15.37,4.0
5350,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1989,1.0,4.0,64195,15230,48965,Multifamily Housing,48965.0,15230.0,0.0,1697487.0,10.7,72.0
5351,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1992,1.0,4.0,22935,0,22935,Multifamily Housing,22935.0,10400.0,0.0,514475.0,3.34,
5352,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,2014,1.0,6.0,84389,0,84389,Multifamily Housing,84389.0,3452.0,0.0,2814155.0,70.51,89.0
5353,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1923,1.0,4.0,30920,0,30920,Multifamily Housing,30920.0,7260.0,0.0,1186165.0,23.06,83.0
5354,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1978,1.0,1.0,21755,0,21755,Non-Refrigerated Warehouse,17650.0,2400.0,0.0,1004019.0,15.24,
5355,NonResidential,Other,2,Greater duwamish,1960,1.0,1.0,27933,0,27933,Other,27933.0,0.0,0.0,293217.0,2.04,
5356,NonResidential,Small- and Mid-Sized Office,2,Greater duwamish,1983,1.0,1.0,23143,0,23143,Office,15609.0,7534.0,0.0,1076389.0,31.47,71.0
5357,NonResidential,Small- and Mid-Sized Office,2,Greater duwamish,1962,1.0,1.0,28800,0,28800,Office,28800.0,7350.0,0.0,1883864.0,49.18,58.0
5358,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1952,1.0,1.0,39600,0,39600,Non-Refrigerated Warehouse,39600.0,0.0,0.0,455153.0,3.17,80.0
5359,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1952,1.0,1.0,39600,0,39600,Non-Refrigerated Warehouse,39600.0,0.0,0.0,415975.0,6.98,92.0
5360,NonResidential,"Distribution Center
",2,Greater duwamish,1937,1.0,1.0,41248,0,41248,Distribution Center,41430.0,0.0,0.0,1200287.0,16.44,36.0
5361,NonResidential,Other,2,Greater duwamish,2009,1.0,1.0,36400,0,36400,Other,21400.0,15000.0,0.0,1589542.0,45.01,
5362,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,1968,1.0,3.0,35448,4516,30932,Multifamily Housing,30932.0,4516.0,0.0,951315.0,5.99,71.0
5363,NonResidential,Other,1,Southwest,1920,1.0,1.0,31332,0,31332,Other,31332.0,0.0,0.0,3572227.0,25.4,
5364,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1969,1.0,4.0,23596,0,23596,Multifamily Housing,23596.0,0.0,0.0,575602.0,3.57,90.0
5365,NonResidential,Worship Facility,1,Southwest,1948,1.0,2.0,35864,0,35864,Worship Facility,35864.0,0.0,0.0,1549490.0,43.77,75.0
5366,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1996,1.0,4.0,42048,11249,30799,Multifamily Housing,30799.0,11249.0,0.0,1001261.0,6.36,52.0
5367,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,1969,1.0,4.0,32922,0,32922,Multifamily Housing,32922.0,0.0,0.0,823222.0,5.05,87.0
5368,NonResidential,Worship Facility,2,Greater duwamish,1954,1.0,1.0,20484,0,20484,Worship Facility,20484.0,0.0,0.0,1028341.0,38.45,70.0
5369,NonResidential,Medical Office,4,Northeast,1984,1.0,4.0,45264,17622,27642,Medical Office,21743.0,0.0,0.0,1768692.0,11.82,8.0
5370,NonResidential,Medical Office,4,Northeast,1987,1.0,4.0,36932,14576,22356,Medical Office,27642.0,0.0,0.0,2781314.0,19.39,
5371,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1980,1.0,4.0,20808,0,20808,Multifamily Housing,20808.0,0.0,0.0,728989.0,4.32,58.0
5372,NonResidential,Other,3,Central,1973,1.0,4.0,45082,0,45082,Other/Specialty Hospital,45082.0,0.0,0.0,5085157.0,119.98,
5373,NonResidential,Worship Facility,6,Northwest,1951,1.0,2.0,41600,0,41600,Worship Facility,41600.0,0.0,0.0,1481282.0,31.92,60.0
5374,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1981,1.0,7.0,61745,12977,48768,Multifamily Housing,49378.0,13987.0,0.0,1230679.0,7.94,98.0
5375,NonResidential,Small- and Mid-Sized Office,4,Lake union,1960,1.0,2.0,34110,0,34110,Office,34110.0,0.0,0.0,2585176.0,17.84,31.0
5376,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,1994,1.0,4.0,42712,13937,28775,Multifamily Housing,42712.0,13937.0,0.0,926733.0,6.18,99.0
5377,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,1999,1.0,3.0,43969,16897,27072,Multifamily Housing,27072.0,16897.0,0.0,791370.0,5.36,87.0
5378,Multifamily MR (5-9),Mid-Rise Multifamily,6,Ballard,2007,1.0,8.0,128571,11410,117161,Multifamily Housing,69438.0,3754.0,778.0,3108150.0,72.71,
5379,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1925,1.0,3.0,21239,0,21239,Multifamily Housing,21239.0,0.0,0.0,447966.0,2.96,
5380,Multifamily MR (5-9),Mid-Rise Multifamily,1,Southwest,1997,1.0,5.0,26843,5028,21815,Multifamily Housing,21815.0,5028.0,0.0,654454.0,16.8,100.0
5381,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1969,1.0,4.0,26280,0,26280,Multifamily Housing,24695.0,0.0,0.0,765256.0,16.43,94.0
5382,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1980,1.0,4.0,26970,0,26970,Multifamily Housing,26970.0,2800.0,400.0,761979.0,4.79,
5383,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,2005,1.0,5.0,46225,7512,38713,Multifamily Housing,39865.0,8992.0,0.0,1758719.0,45.6,86.0
5384,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1928,1.0,4.0,34040,8311,25729,Multifamily Housing,34040.0,0.0,0.0,1081044.0,25.75,94.0
5385,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1970,1.0,1.0,23750,0,23750,Non-Refrigerated Warehouse,19430.0,1470.0,0.0,538740.0,3.76,
5386,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1970,1.0,1.0,43390,0,43390,Non-Refrigerated Warehouse,36430.0,6960.0,0.0,498745.0,3.48,89.0
5387,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1959,1.0,1.0,35400,0,35400,Non-Refrigerated Warehouse,35400.0,0.0,0.0,415586.0,2.9,71.0
5388,NonResidential,"Distribution Center
",2,Greater duwamish,1966,1.0,1.0,28144,0,28144,Distribution Center,22201.0,6087.0,0.0,785659.0,8.53,30.0
5389,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1916,1.0,3.0,71283,0,71283,Non-Refrigerated Warehouse,57910.0,13373.0,0.0,2507311.0,35.56,44.0
5390,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1989,1.0,1.0,23792,0,23792,Non-Refrigerated Warehouse,22992.0,800.0,0.0,2672893.0,19.15,
5392,NonResidential,Mixed Use Property,2,Greater duwamish,1931,1.0,1.0,46183,0,46183,Non-Refrigerated Warehouse,18871.0,14000.0,13312.0,2054337.0,31.99,
5393,NonResidential,Small- and Mid-Sized Office,3,Central,1984,1.0,5.0,72613,22788,49825,Office,49825.0,22788.0,0.0,2588948.0,36.48,85.0
5394,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,1962,1.0,2.0,20931,0,20931,Multifamily Housing,20931.0,0.0,0.0,1947827.0,73.48,28.0
5395,NonResidential,Retail Store,2,Southeast,1968,1.0,1.0,36071,0,36071,Retail Store,36071.0,0.0,0.0,3911266.0,147.16,69.0
5396,SPS-District K-12,K-12 School,2,Southeast,1989,1.0,3.0,51672,0,51672,K-12 School,51672.0,0.0,0.0,1712406.0,30.1,95.0
5397,Nonresidential COS,Medical Office,2,Southeast,1990,1.0,2.0,38352,11082,27270,Medical Office,19987.0,7505.0,0.0,2083584.0,14.53,40.0
5398,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,1966,1.0,2.0,21300,0,21300,Multifamily Housing,21300.0,0.0,0.0,547699.0,3.47,
5399,Nonresidential COS,Mixed Use Property,2,Southeast,1995,1.0,1.0,28425,0,28425,Fitness Center/Health Club/Gym,14081.0,12824.0,1479.0,3428275.0,94.92,
5400,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,1987,1.0,4.0,70094,24165,45929,Multifamily Housing,45929.0,24165.0,0.0,1468468.0,9.9,93.0
5401,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1987,1.0,4.0,134490,41018,93472,Multifamily Housing,93472.0,41018.0,0.0,2802927.0,17.74,87.0
5402,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1976,1.0,3.0,36172,0,36172,Multifamily Housing,27172.0,0.0,0.0,692102.0,4.82,77.0
5403,NonResidential,Other,5,North,2009,1.0,3.0,35115,0,35115,Automobile Dealership,35115.0,0.0,0.0,1911427.0,22.53,
5405,Multifamily LR (1-4),Low-Rise Multifamily,5,Northwest,1985,1.0,4.0,38100,0,38100,Multifamily Housing,32432.0,1000.0,0.0,1185118.0,7.62,68.0
5406,NonResidential,Mixed Use Property,5,Northwest,1972,1.0,1.0,66704,0,66704,Other - Education,23904.0,18500.0,18500.0,733222.0,21.2,
5407,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1908,1.0,3.0,23490,0,23490,Multifamily Housing,23490.0,0.0,0.0,2045312.0,77.14,52.0
5408,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,2006,1.0,5.0,131050,43315,87735,Multifamily Housing,66679.0,32901.0,0.0,3614274.0,31.97,46.0
5409,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1928,1.0,4.0,40800,0,40800,Multifamily Housing,40800.0,0.0,0.0,3149327.0,115.24,81.0
5410,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1965,1.0,5.0,39226,2412,36814,Multifamily Housing,39226.0,0.0,0.0,1089351.0,6.7,80.0
5411,NonResidential,Small- and Mid-Sized Office,3,East,1907,1.0,2.0,36000,0,36000,Office,27600.0,8400.0,0.0,1119314.0,19.11,94.0
5412,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1905,1.0,3.0,23469,0,23469,Multifamily Housing,23469.0,0.0,0.0,1699536.0,64.86,13.0
5413,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1916,1.0,3.0,21000,0,21000,Multifamily Housing,21000.0,0.0,0.0,2007589.0,67.24,14.0
5414,NonResidential,Mixed Use Property,3,East,1913,1.0,1.0,36000,0,36000,Parking,18000.0,18000.0,0.0,1079537.0,24.64,61.0
5415,NonResidential,Non-Refrigerated Warehouse,3,East,1915,1.0,2.0,43200,0,43200,Non-Refrigerated Warehouse,43200.0,0.0,0.0,2306446.0,45.21,25.0
5416,NonResidential,Small- and Mid-Sized Office,2,Greater duwamish,1913,1.0,4.0,53840,12870,40970,Office,42800.0,10400.0,0.0,3062345.0,43.84,70.0
5417,NonResidential,Retail Store,2,Greater duwamish,1975,1.0,1.0,43794,0,43794,Retail Store,34038.0,9756.0,0.0,1115020.0,17.4,86.0
5418,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1968,1.0,1.0,48280,0,48280,Non-Refrigerated Warehouse,40780.0,7500.0,0.0,2093011.0,51.17,27.0
5419,NonResidential,"Distribution Center
",2,Greater duwamish,1954,1.0,1.0,36040,0,36040,Distribution Center,31476.0,4564.0,0.0,413398.0,8.35,
5420,NonResidential,Supermarket/Grocery Store,4,Northeast,1965,1.0,1.0,32822,0,32822,Supermarket/Grocery Store,35042.0,0.0,0.0,9706705.0,236.34,43.0
5421,Multifamily LR (1-4),Low-Rise Multifamily,4,Northeast,1961,1.0,2.0,20144,0,20144,Multifamily Housing,20144.0,0.0,0.0,688491.0,4.27,50.0
5422,SPS-District K-12,K-12 School,4,Northeast,1948,1.0,1.0,64314,0,64314,K-12 School,65210.0,0.0,0.0,3715817.0,101.64,87.0
5423,NonResidential,Worship Facility,4,Northeast,1950,1.0,2.0,20385,0,20385,Worship Facility,20385.0,0.0,0.0,1025240.0,34.28,65.0
5424,NonResidential,Worship Facility,4,Northeast,1946,1.0,1.0,24295,0,24295,Worship Facility,24295.0,0.0,0.0,241108.0,1.53,51.0
5425,NonResidential,Small- and Mid-Sized Office,4,Northeast,1967,1.0,2.0,20317,0,20317,Office,20317.0,0.0,0.0,704724.0,4.58,80.0
5426,Multifamily LR (1-4),Low-Rise Multifamily,4,Northeast,1984,1.0,2.0,20979,0,20979,Multifamily Housing,22000.0,0.0,0.0,621390.0,7.34,58.0
5427,Multifamily LR (1-4),Low-Rise Multifamily,4,Northeast,2004,1.0,2.0,73697,27217,46480,Multifamily Housing,73967.0,0.0,0.0,3967770.0,83.55,1.0
5428,NonResidential,Supermarket/Grocery Store,4,Northeast,1973,1.0,1.0,24377,0,24377,Supermarket/Grocery Store,24377.0,0.0,0.0,10025450.0,243.13,7.0
5430,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,1987,1.0,3.0,155600,0,155600,Multifamily Housing,150000.0,0.0,0.0,5973485.0,52.49,48.0
5431,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,2009,1.0,3.0,32405,2402,30003,Multifamily Housing,32405.0,0.0,0.0,1031313.0,6.57,65.0
5432,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,1988,1.0,3.0,58523,0,58523,Multifamily Housing,59935.0,0.0,0.0,2069163.0,13.18,46.0
5433,NonResidential,Other,5,Northwest,1986,1.0,1.0,33392,0,33392,Movie Theater,33392.0,0.0,0.0,3164854.0,19.83,
5434,NonResidential,Supermarket/Grocery Store,5,Northwest,1986,1.0,1.0,45155,0,45155,Supermarket/Grocery Store,45155.0,0.0,0.0,6905825.0,157.13,6.0
5435,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1990,1.0,4.0,54304,0,54304,Multifamily Housing,68138.0,21120.0,0.0,1700173.0,10.89,94.0
5436,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,1985,1.0,4.0,114030,0,114030,Multifamily Housing,114089.0,0.0,0.0,4092543.0,25.76,31.0
5437,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1989,1.0,6.0,44839,0,44839,Multifamily Housing,35545.0,1870.0,0.0,1395714.0,8.93,
5438,NonResidential,Non-Refrigerated Warehouse,1,Greater duwamish,1966,1.0,1.0,32000,0,32000,Non-Refrigerated Warehouse,32040.0,0.0,0.0,1072500.0,41.74,56.0
5439,NonResidential,Non-Refrigerated Warehouse,1,Greater duwamish,1970,1.0,1.0,44000,0,44000,Non-Refrigerated Warehouse,45449.0,0.0,0.0,5600945.0,190.17,13.0
5440,NonResidential,Non-Refrigerated Warehouse,1,Greater duwamish,1973,1.0,1.0,36000,0,36000,Non-Refrigerated Warehouse,36000.0,0.0,0.0,3452648.0,111.12,39.0
5441,NonResidential,Non-Refrigerated Warehouse,1,Greater duwamish,1979,1.0,1.0,31360,0,31360,Non-Refrigerated Warehouse,29640.0,1460.0,0.0,1526885.0,40.06,
5442,NonResidential,Non-Refrigerated Warehouse,1,Greater duwamish,1979,1.0,1.0,33320,0,33320,Non-Refrigerated Warehouse,32200.0,1200.0,0.0,2528550.0,65.65,
5443,NonResidential,Non-Refrigerated Warehouse,1,Greater duwamish,1979,1.0,1.0,48020,0,48020,Non-Refrigerated Warehouse,47800.0,0.0,0.0,2517411.0,55.2,73.0
5444,NonResidential,Non-Refrigerated Warehouse,1,Greater duwamish,1979,1.0,1.0,27420,0,27420,Non-Refrigerated Warehouse,27850.0,0.0,0.0,1382032.0,35.58,52.0
5445,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1990,1.0,4.0,48972,0,48972,Multifamily Housing,66257.0,0.0,0.0,1772182.0,11.08,90.0
5446,Multifamily LR (1-4),Low-Rise Multifamily,6,Ballard,1982,1.0,4.0,37642,0,37642,Multifamily Housing,35000.0,0.0,0.0,2341558.0,69.72,27.0
5447,Multifamily MR (5-9),Mid-Rise Multifamily,7,Downtown,1999,1.0,8.0,87925,0,87925,Multifamily Housing,62708.0,19642.0,5744.0,4126069.0,91.09,18.0
5449,Multifamily MR (5-9),Mid-Rise Multifamily,3,Central,2009,1.0,6.0,105903,0,105903,Multifamily Housing,96340.0,9563.0,0.0,3962192.0,98.57,89.0
5450,NonResidential,K-12 School,5,Northeast,1949,1.0,2.0,43645,0,43645,K-12 School,37000.0,0.0,0.0,2636113.0,85.3,63.0
5451,Multifamily LR (1-4),Low-Rise Multifamily,5,Northeast,2012,1.0,4.0,109623,42263,67360,Multifamily Housing,104264.0,42263.0,5359.0,2820071.0,65.32,98.0
5452,NonResidential,Retail Store,5,Northeast,1952,1.0,1.0,26853,0,26853,Retail Store,20360.0,0.0,0.0,1410918.0,19.3,63.0
5453,Multifamily MR (5-9),Mid-Rise Multifamily,7,Lake union,2005,1.0,8.0,136998,45239,91759,Multifamily Housing,91759.0,0.0,0.0,2837589.0,23.23,72.0
5454,Multifamily LR (1-4),Low-Rise Multifamily,7,Lake union,1907,1.0,3.0,26772,0,26772,Multifamily Housing,26772.0,0.0,0.0,798735.0,9.95,80.0
5455,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1967,1.0,6.0,37417,0,37417,Multifamily Housing,37417.0,0.0,0.0,952177.0,5.92,93.0
5456,NonResidential,Other,2,Greater duwamish,1916,1.0,1.0,27760,0,27760,Other,19715.0,12000.0,6000.0,2990959.0,82.02,
5457,NonResidential,Other,2,Greater duwamish,1937,1.0,1.0,20975,0,20975,Other - Entertainment/Public Assembly,13144.0,6600.0,1070.0,275420.0,3.14,
5458,NonResidential,Other,2,Greater duwamish,1918,1.0,1.0,26075,0,26075,Other,26075.0,0.0,0.0,1535784.0,18.91,
5459,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1992,1.0,1.0,29394,0,29394,Non-Refrigerated Warehouse,29394.0,16902.0,0.0,1529309.0,26.45,57.0
5460,Multifamily LR (1-4),Other,2,Greater duwamish,1905,1.0,3.0,33000,0,33000,Other,30200.0,2800.0,0.0,873401.0,25.48,
5461,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1926,1.0,2.0,20400,0,20400,Non-Refrigerated Warehouse,15000.0,5400.0,0.0,445232.0,12.26,62.0
5462,NonResidential,Small- and Mid-Sized Office,2,Greater duwamish,1926,1.0,1.0,20460,0,20460,Office,20460.0,0.0,0.0,3087318.0,21.52,1.0
5463,NonResidential,"Self-Storage Facility
",2,Greater duwamish,1925,1.0,2.0,25821,0,25821,Self-Storage Facility,25821.0,0.0,0.0,207572.0,1.66,
5464,NonResidential,Refrigerated Warehouse,2,Greater duwamish,1955,1.0,2.0,21870,0,21870,Refrigerated Warehouse,21870.0,0.0,0.0,1039484.0,7.56,53.0
5465,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1988,1.0,1.0,51664,0,51664,Non-Refrigerated Warehouse,51664.0,0.0,0.0,3681423.0,61.36,
5466,NonResidential,Medical Office,1,Delridge,1970,1.0,1.0,43615,0,43615,Medical Office,43615.0,0.0,0.0,3599369.0,104.45,89.0
5467,NonResidential,Small- and Mid-Sized Office,1,Delridge,1970,1.0,3.0,36879,0,36879,Office,16855.0,0.0,0.0,1062869.0,7.06,35.0
5468,Nonresidential COS,Other,1,Delridge,2002,1.0,2.0,28531,0,28531,Other,28303.0,1100.0,0.0,3630737.0,90.13,
5469,NonResidential,Non-Refrigerated Warehouse,1,Delridge,1982,1.0,2.0,36600,0,36600,Non-Refrigerated Warehouse,43556.0,0.0,0.0,305648.0,2.01,83.0
5470,NonResidential,Mixed Use Property,1,Southwest,2004,1.0,5.0,35176,0,35176,Office,14452.0,14452.0,0.0,1067483.0,6.67,
5471,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,2004,1.0,2.0,29417,0,29417,Multifamily Housing,29417.0,0.0,0.0,666564.0,4.15,94.0
5472,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1990,1.0,4.0,33084,0,33084,Multifamily Housing,33084.0,0.0,0.0,1266387.0,8.06,29.0
5473,SPS-District K-12,K-12 School,5,North,1959,1.0,1.0,36701,0,36701,K-12 School,40285.0,0.0,0.0,1642665.0,39.1,93.0
5474,Multifamily LR (1-4),Low-Rise Multifamily,5,Northwest,2000,1.0,4.0,29130,0,29130,Multifamily Housing,29130.0,0.0,0.0,1081702.0,24.87,69.0
5475,NonResidential,College/University,4,Lake union,1940,1.0,2.0,41293,15243,26050,College/University,26393.0,15000.0,0.0,3044881.0,58.29,
5476,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,2015,1.0,4.0,131034,28681,102353,Multifamily Housing,88746.0,10000.0,0.0,3046719.0,100.27,99.0
5477,NonResidential,Non-Refrigerated Warehouse,2,Greater duwamish,1941,1.0,1.0,48890,0,48890,Non-Refrigerated Warehouse,30889.0,18000.0,0.0,2369788.0,60.11,45.0
5478,NonResidential,Small- and Mid-Sized Office,2,Greater duwamish,2000,1.0,3.0,43473,0,43473,Office,43473.0,0.0,0.0,4328527.0,30.18,3.0
5479,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,2002,1.0,4.0,24090,0,24090,Multifamily Housing,24090.0,0.0,0.0,820485.0,19.27,87.0
5480,NonResidential,Retail Store,1,Delridge,1990,1.0,1.0,40265,0,40265,Retail Store,40793.0,0.0,0.0,3635403.0,33.78,17.0
5481,NonResidential,Retail Store,1,Delridge,2005,1.0,1.0,26208,0,26208,Retail Store,32427.0,0.0,0.0,1436354.0,28.39,80.0
5482,Multifamily MR (5-9),Mid-Rise Multifamily,1,Delridge,1978,1.0,7.0,100536,0,100536,Multifamily Housing,77577.0,14189.0,8770.0,5160010.0,91.76,19.0
5483,Multifamily LR (1-4),Low-Rise Multifamily,1,Delridge,2000,1.0,2.0,49501,0,49501,Multifamily Housing,49501.0,0.0,0.0,1630474.0,11.37,65.0
5484,Nonresidential COS,Other,1,Delridge,1975,1.0,2.0,27227,0,27227,Other - Recreation,29064.0,8508.0,715.0,8666390.0,283.47,
5485,NonResidential,Mixed Use Property,6,Ballard,1926,1.0,1.0,42172,0,42172,Other - Education,12000.0,11400.0,9100.0,4556689.0,168.36,
5486,Multifamily LR (1-4),Mixed Use Property,6,Northwest,1929,1.0,2.0,38050,0,38050,Multifamily Housing,11196.0,8846.0,7553.0,2978555.0,79.98,
5487,NonResidential,Retail Store,6,Northwest,1953,1.0,1.0,51000,0,51000,Retail Store,51000.0,0.0,0.0,1384705.0,14.39,94.0
5488,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1928,1.0,4.0,38041,9806,28235,Multifamily Housing,28235.0,9806.0,0.0,1490806.0,49.15,79.0
5489,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1908,2.0,4.0,74516,23222,51294,Multifamily Housing,51294.0,23222.0,0.0,1621055.0,15.47,89.0
